"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0014888" "GO:0014888" "striated muscle adaptation" "24/2329" "43/14382" 3.21160832203571e-09 7.94803242131621e-07 6.61429631540536e-07 "MYOC/CAMK2B/CACNA1S/MYH7/TNNT1/RPS6KB1/TNNC1/NFATC1/MSTN/PPP3CA/GATA6/SMAD4/ACTA1/MLIP/GSN/CAMK2G/FOXO1/TNNI1/SMAD3/MYOZ2/ATP2A2/MYOZ1/MYH6/ACTN3" 24
"GO:0006937" "GO:0006937" "regulation of muscle contraction" "52/2329" "143/14382" 3.40570522022471e-09 8.0771975472996e-07 6.72178661886456e-07 "TBXA2R/ATP1A2/CACNB1/CACNA1S/CTTN/NOS1/SLC9A1/MYH7/MYLK2/MYL9/TNNC2/DMPK/TNNT1/P2RX1/CACNG1/MYL2/SRF/PDE4D/TNNC1/CASQ2/DOCK4/FGF13/CNN1/TNNT3/SPX/BIN1/TPM1/MYOCD/ATP1B1/CASQ1/ANK2/GSTO1/CACNA1C/TNNI1/MYL3/ATP1A1/ZC3H12A/JUP/ATP2A2/SPHK1/CAV3/CTNNA3/SETD3/ATP2A1/RYR2/CALM1/DMD/MYL5/STRIT1/ACTN3/GJA5/ADRA2B" 52
"GO:0030048" "GO:0030048" "actin filament-based movement" "48/2329" "130/14382" 7.64334240269687e-09 1.74023619824602e-06 1.44821224472151e-06 "ATP1A2/NEDD4L/SYNE2/KCNN2/SLC9A1/MYH7/MYL6/SUN2/MYH9/MYLK2/ACTA2/PDE4D/TNNC1/WIPF1/KCNJ8/MYH2/FGF13/ACTN4/MYH10/SCN7A/BIN1/TPM1/ANK2/GSN/SCN2B/CACNA1C/KCNE4/GPD1L/WASF2/PDPN/KCNJ3/ATP1A1/MYO5B/MYL1/KCND3/JUP/ATP2A2/SCN4B/MYL11/CAV3/CTNNA3/ATP2A1/MYL6B/FLNA/MYH6/MYO1C/RYR2/GJA5" 48
"GO:0048738" "GO:0048738" "cardiac muscle tissue development" "66/2329" "206/14382" 1.14698531449894e-08 2.5110155423569e-06 2.08964935839887e-06 "FOXC1/TGFBR3/FGFR1/ZMPSTE24/FKBP1A/TBX5/SLC9A1/MYH7/ASB2/MYLK2/FGF9/TGFB1/ENG/NAGLU/SOX6/MYL2/BVES/SRF/VEGFA/TBX18/PDGFRB/WNT5A/TNNC1/ACVR1/ID2/PROX1/TBX2/KCNJ8/OBSL1/MYH11/NOTCH2/TBX3/EGLN1/ALPK3/PIM1/PRICKLE1/TPM1/MYLK3/MYOCD/GATA6/SMAD4/MEIS1/NOTCH1/EDNRA/SORBS2/TTN/TNNI1/MYL3/SGCB/PI16/HEY1/FRS2/GREM1/ZFPM2/S1PR1/HEG1/IRX3/FES/CAV3/NEB/PPARA/MYH6/RYR2/DLL1/ALPK2/GJA5" 66
"GO:0032970" "GO:0032970" "regulation of actin filament-based process" "99/2329" "356/14382" 1.4889907441864e-08 3.13901307996629e-06 2.61226446348491e-06 "CX3CL1/ATP1A2/TMSB10/MYOC/ARHGAP6/NCKAP1/CNN2/SPTB/FERMT2/CLASP1/CTTN/ARHGAP28/SLC9A1/PLEKHG2/TRIOBP/MYH9/MYLK2/RGCC/COTL1/SFRP1/ARHGEF10/ACTA2/CSF3/NEDD9/PDE4D/PDGFRB/TNNC1/PROX1/CCN2/TGFB3/PTK2B/PREX1/SDC4/VASP/CDC42EP1/FGF13/KANK4/SWAP70/ROCK2/FHOD1/VILL/BIN1/TMOD1/RDX/ABI2/TPM1/MYLK3/SMAD4/ANK2/PIK3R1/GSN/PAK1/ESAM/CDC42EP2/DIXDC1/CACNA1C/RHOC/WASF2/F11R/DMTN/ARHGAP35/PDPN/ARPC5/TMOD4/ARPC2/CLASP2/DLC1/JAM3/SMAD3/CDC42EP5/LMOD2/S1PR1/CORO1B/RHOD/JUP/ATP2A2/HRAS/CDC42EP4/MYADM/HCLS1/CAV3/NEB/CTNNA3/ACTG1/ARAP1/KANK3/ATP2A1/EVL/FLNA/KANK2/SPTAN1/RYR2/ARHGEF15/CAPZA2/TMSB4X/TWF2/SHANK3/ITGB3/GJA5" 99
"GO:0030239" "GO:0030239" "myofibril assembly" "32/2329" "73/14382" 2.14735405255729e-08 4.36526402398432e-06 3.63274181823602e-06 "MYOM2/MYBPC2/MYH7/CAPN3/MYL9/TNNT1/MYL2/SRF/PDGFRB/PROX1/OBSL1/TNNT3/MYH11/TMOD1/MYPN/TPM1/MYLK3/SMAD4/MYOM3/CASQ1/ACTA1/TTN/CSRP1/TMOD4/LMOD2/MYOZ2/MYOZ1/CAV3/NEB/ACTG1/MYH6/KLHL41" 32
"GO:0003229" "GO:0003229" "ventricular cardiac muscle tissue development" "26/2329" "53/14382" 2.62247384292899e-08 5.14728314274201e-06 4.28353259280597e-06 "FOXC1/TGFBR3/ZMPSTE24/FKBP1A/TBX5/MYH7/TGFB1/ENG/NAGLU/MYL2/TNNC1/ID2/PROX1/KCNJ8/TBX3/TPM1/SMAD4/NOTCH1/EDNRA/TNNI1/MYL3/ZFPM2/HEG1/IRX3/MYH6/RYR2" 26
"GO:0002064" "GO:0002064" "epithelial cell development" "60/2329" "186/14382" 3.97997928795285e-08 7.5513473690092e-06 6.28417782308344e-06 "TP63/TIGAR/RFX3/FAT1/ATRX/ICAM1/PDGFB/IKBKB/RAPGEF1/ACTA2/VEGFA/PDE4D/WNT5A/PROX1/TJP2/SOX9/ATF4/PODXL/PALLD/AFDN/NOTCH2/ROCK2/GDF11/FLNB/VEZF1/TMOD1/RDX/ABI2/AKT1/EPHA2/ADAMTSL4/MSN/NOTCH1/EDNRA/ROBO4/F11R/FRZB/FZD5/DACT2/FRS2/AR/CLIC4/ASXL1/LAMB2/RARG/HEG1/GPR4/GATA2/CDH5/MYADM/PLCB1/COL18A1/RILPL1/FLNA/DLL1/SOX18/SIPA1/S1PR3/PECAM1/S1PR2" 60
"GO:0055002" "GO:0055002" "striated muscle cell development" "32/2329" "75/14382" 4.71988896357614e-08 8.66632515505658e-06 7.21205444349495e-06 "MYOM2/MYBPC2/MYH7/CAPN3/MYL9/TNNT1/MYL2/SRF/PDGFRB/PROX1/OBSL1/TNNT3/MYH11/TMOD1/MYPN/TPM1/MYLK3/SMAD4/MYOM3/CASQ1/ACTA1/TTN/CSRP1/TMOD4/LMOD2/MYOZ2/MYOZ1/CAV3/NEB/ACTG1/MYH6/KLHL41" 32
"GO:0035051" "GO:0035051" "cardiocyte differentiation" "48/2329" "137/14382" 5.23406481964864e-08 9.29308019125888e-06 7.73363554770591e-06 "TGFBR3/SEMA3C/ZMPSTE24/TBX5/SLC9A1/ASB2/TGFB1/NAGLU/SOX6/MYL2/BVES/SRF/VEGFA/TBX18/PDGFRB/ACVR1/PROX1/TBX2/KCNJ8/OBSL1/MYH11/TBX3/ALPK3/PRICKLE1/MYLK3/MYOCD/GATA6/SMAD4/MEIS1/EGFR/NOTCH1/EDNRA/SORBS2/TTN/SGCB/PITX2/PI16/SOX17/FRS2/GREM1/IRX3/CAV3/NEB/PPARA/MYH6/DLL1/ALPK2/SOX18" 48
"GO:0003158" "GO:0003158" "endothelium development" "45/2329" "125/14382" 5.3890801967388e-08 9.29308019125888e-06 7.73363554770591e-06 "KRIT1/TIE1/ICAM1/IKBKB/PRKD2/RAPGEF1/NAGLU/VEGFA/PDE4D/ACVR2B/ACVR1/PROX1/TJP2/AFDN/ROCK2/VEZF1/RDX/SLC40A1/SMAD4/MSN/NOTCH1/EDNRA/ROBO4/F11R/SCUBE1/PDPN/FSTL1/HEY1/SOX17/CLIC4/S1PR1/HEG1/CD34/APOLD1/CDH5/MYADM/PLCB1/COL18A1/DLL1/SOX18/NOTCH4/S1PR3/PECAM1/GJA5/S1PR2" 45
"GO:0060047" "GO:0060047" "heart contraction" "67/2329" "218/14382" 5.55103173757558e-08 9.29308019125888e-06 7.73363554770591e-06 "ATP1A2/ADRB1/CELF2/NEDD4L/SREBF1/KCNN2/ZMPSTE24/TBX5/NOS1/SLC9A1/MYH7/MYLK2/DMPK/YWHAE/MYL2/BVES/TBX18/PDE4D/TNNC1/CASQ2/TBX2/KCNJ8/ATP1B2/FGF13/TNNI2/SPX/SCN7A/BIN1/TPM1/GATA6/ATP1B1/ANK2/GSN/GSTO1/SCN2B/CACNA1C/EDNRA/KCNE4/GPD1L/TTN/ATP2B2/TNNI1/MYL3/KCNJ3/ATP1A1/ZC3H12A/NOS3/KCND3/APLN/VEGFB/JUP/ATP2A2/SCN4B/IRX3/CAV3/CTNNA3/KCNJ12/TRDN/ATP2A1/CACNA1H/FLNA/MYH6/RYR2/CALM1/DMD/GJA5/FXYD1" 67
"GO:0002009" "GO:0002009" "morphogenesis of an epithelium" "113/2329" "432/14382" 5.75373137522139e-08 9.35721113936004e-06 7.78700486872067e-06 "CD44/TNC/NTN1/TIE1/MYO9A/PALS1/TP63/FERMT2/CLASP1/TEAD2/SEMA3C/FGFR1/FAT1/RAB10/MMP2/TBX5/ASB2/NFATC4/CA2/EYA1/SFRP1/PRKD2/TGFB1/RASIP1/COBL/ENG/DVL1/NAGLU/JHY/SRF/VEGFA/TBX18/NR3C1/WNT5A/ACVR1/STAT1/EPHA4/PROX1/PKD2/TBX2/SDC4/SOX9/VASP/FLRT3/TCF15/SIX1/PODXL/LAMA5/GRSF1/NOTCH2/TBX3/KLF4/SULF1/LBX1/ARHGAP24/SEC24B/PRICKLE1/TGFB1I1/SMAD4/EPHA2/CCN1/PRKACB/RSPO3/EGFR/MSN/NOTCH1/PAK1/EDNRA/RHOC/ARHGAP35/BRSK1/ITGA5/PDPN/KIF26B/FRZB/FZD5/CLASP2/SOX17/DLC1/FRS2/DCHS1/GREM1/SMAD3/SEMA4C/AR/CLIC4/LUZP1/SIX2/BCL2/RPS7/ID4/RARG/MMRN2/DAG1/HOXB2/IRX3/CAV3/HOXB4/ACTG1/CSF1/COL4A1/PLXNB2/FLNA/NRARP/RYR2/DLL1/TGM2/SOX18/NOTCH4/LGR4/PHB2/PPP3R1/ITGB3" 113
"GO:0003206" "GO:0003206" "cardiac chamber morphogenesis" "42/2329" "114/14382" 6.99033042978988e-08 1.08496660360812e-05 9.02901526840358e-06 "FOXC1/TGFBR3/SEMA3C/SMARCD3/FKBP1A/TBX5/MYH7/TGFB1/DNAH11/ENG/NAGLU/MYL2/SRF/WNT5A/TNNC1/ACVR1/PROX1/NRP2/TBX2/FGFRL1/NOTCH2/TBX3/EGLN1/SMAD6/TPM1/GATA6/SMAD4/CCN1/NOTCH1/EDNRA/ADAMTS1/TNNI1/MYL3/HEYL/HEY1/NOS3/ZFPM2/HEG1/CAV3/SLIT3/MYH6/RYR2" 42
"GO:0043269" "GO:0043269" "regulation of monoatomic ion transport" "101/2329" "376/14382" 7.19706103168403e-08 1.08496660360812e-05 9.02901526840358e-06 "CX3CL1/ATP1A2/NEDD4L/CYBA/CAMK2B/MYLK/CD84/CACNB1/KCNAB2/GNB5/CAMK2A/KCNN2/NKAIN1/FKBP1A/NOS1/FXYD5/SLC9A1/CAPN3/PDGFB/CA2/JPH1/DMPK/PPP3CB/P2RX1/CACNG1/YWHAE/STIM2/P2RX3/TCIRG1/PDE4D/PDGFRB/STC2/GNAI2/SUMO1/CASQ2/PKD2/PTK2B/KCNJ8/ATF4/KCNC1/ATP1B2/FGF13/ACTN4/CACNG6/CAB39/BIN1/PPP3CA/AKT1/ATP1B1/CASQ1/ANK2/KCNMB1/STOM/CAMK2G/GSTO1/SCN2B/FXYD4/CACNA1C/EDNRA/KCNE4/HOMER1/GPD1L/CNKSR3/THY1/SELENON/LRRC38/LRRC52/KCNJ3/ATP1A1/NOS3/JSRP1/AHCYL1/P2RY1/SLN/BCL2/IL16/SCN4B/ANO6/CAV3/GRIN2A/KCNJ12/STAC3/NKAIN3/TRDN/TRPV2/RELN/ATP2A1/FLNA/HTT/WWP2/RYR2/STK39/CALM1/DMD/TMSB4X/PHB2/PPP3R1/STRIT1/SHANK3/ITGB3/FXYD1" 101
"GO:0007519" "GO:0007519" "skeletal muscle tissue development" "53/2329" "159/14382" 7.27713765533401e-08 1.08496660360812e-05 9.02901526840358e-06 "MYOM2/XK/YBX3/PITX1/CACNA1S/MYL6/TLL2/DDX17/ASB2/MYLK2/TGFB1/CAV2/PPP3CB/NEURL1/RPS6KB1/DDX5/RBM24/BVES/SMYD1/EGR1/EGR2/GPCPD1/SIX1/POPDC3/CHRND/FLNB/NIBAN2/MSTN/PPP3CA/MYOCD/CASQ1/ACTA1/MEGF10/NOTCH1/HOMER1/SELENON/HEYL/MYORG/IGF2/VGLL2/BCL2/MYOZ2/MYOZ1/MYL11/SRPK3/MAFF/STAC3/RYR1/MYL6B/DLL1/DMD/KLHL41/ACTN3" 53
"GO:0051145" "GO:0051145" "smooth muscle cell differentiation" "28/2329" "62/14382" 7.43388923765228e-08 1.08496660360812e-05 9.02901526840358e-06 "NFATC3/SMARCD3/PDGFB/NFATC4/NFATC2/FGF9/COMP/ENG/SRF/VEGFA/TBX18/ACVR1/TBX2/SOX9/SIX1/NFATC1/TMEM204/NOTCH2/TBX3/MYOCD/GATA6/NOTCH1/EDNRA/SGCB/HEY1/RBPMS2/MRTFB/NOTCH4" 28
"GO:0010959" "GO:0010959" "regulation of metal ion transport" "88/2329" "318/14382" 1.19284013345825e-07 1.66718559187976e-05 1.38742004724247e-05 "CX3CL1/ATP1A2/NEDD4L/CYBA/CAMK2B/MYLK/CD84/CACNB1/KCNAB2/GNB5/CAMK2A/KCNN2/NKAIN1/FKBP1A/NOS1/FXYD5/SLC9A1/CAPN3/PDGFB/JPH1/DMPK/PPP3CB/P2RX1/CACNG1/YWHAE/STIM2/P2RX3/PDE4D/PDGFRB/STC2/GNAI2/SUMO1/CASQ2/PKD2/PTK2B/ATF4/KCNC1/ATP1B2/FGF13/ACTN4/CACNG6/CAB39/BIN1/PPP3CA/AKT1/ATP1B1/CASQ1/ANK2/KCNMB1/CAMK2G/GSTO1/SCN2B/FXYD4/CACNA1C/KCNE4/HOMER1/GPD1L/CNKSR3/THY1/SELENON/LRRC38/LRRC52/ATP1A1/NOS3/JSRP1/AHCYL1/SLN/BCL2/IL16/SCN4B/ANO6/CAV3/STAC3/NKAIN3/TRDN/TRPV2/ATP2A1/FLNA/HTT/WWP2/RYR2/STK39/CALM1/DMD/PPP3R1/STRIT1/ITGB3/FXYD1" 88
"GO:1903522" "GO:1903522" "regulation of blood circulation" "67/2329" "222/14382" 1.20088912977987e-07 1.66718559187976e-05 1.38742004724247e-05 "CD38/TBXA2R/ATP1A2/ADRB1/CELF2/SREBF1/KCNN2/ZMPSTE24/MMP2/TBX5/NOS1/SLC9A1/MYH7/DMPK/P2RX1/YWHAE/MYL2/BVES/TBX18/PDE4D/HRH2/FAAH/CASQ2/TBX2/KCNJ8/DOCK4/ATP1B2/FGF13/SPX/BIN1/TPM1/ATP1B1/ANK2/EGFR/GSTO1/SCN2B/CACNA1C/EDNRA/KCNE4/GPD1L/ATP2B2/MYL3/KCNJ3/ATP1A1/ZC3H12A/NOS3/KCND3/APLN/JUP/ATP2A2/SCN4B/IRX3/CAV3/CTNNA3/KCNJ12/TRDN/ATP2A1/CACNA1H/FLNA/MYH6/RYR2/CALM1/DMD/SMTNL1/GJA5/FXYD1/ADRA2B" 67
"GO:0055008" "GO:0055008" "cardiac muscle tissue morphogenesis" "25/2329" "53/14382" 1.29384457250449e-07 1.72122558297399e-05 1.43239174527184e-05 "FOXC1/TGFBR3/FKBP1A/MYH7/MYLK2/TGFB1/ENG/NAGLU/MYL2/WNT5A/TNNC1/PROX1/EGLN1/TPM1/SMAD4/NOTCH1/EDNRA/TTN/TNNI1/MYL3/ZFPM2/S1PR1/HEG1/MYH6/RYR2" 25
"GO:0034762" "GO:0034762" "regulation of transmembrane transport" "102/2329" "385/14382" 1.3002933954301e-07 1.72122558297399e-05 1.43239174527184e-05 "CX3CL1/ATP1A2/NEDD4L/CYBA/OPN3/CACNB1/KCNAB2/GNB5/CLTCL1/KCNN2/FKBP1A/NOS1/FXYD5/SLC9A1/CAPN3/SORBS1/CA2/JPH1/PRKAG2/PPP3CB/P2RX1/RPS6KB1/CACNG1/YWHAE/STIM2/P2RX3/TCIRG1/SLC38A1/PDE4D/SUMO1/CASQ2/PKD2/NR4A3/PTK2B/KCNJ8/RTN2/KCNC1/ATP1B2/FGF13/ACTN4/CACNG6/SELENOS/CAB39/BIN1/PIM1/THBS1/PPP3CA/APP/AKT1/ATP1B1/CASQ1/ARL6IP5/ANK2/PIK3R1/KCNMB1/STOM/GSTO1/SCN2B/FXYD4/CACNA1C/EDNRA/ACSL1/KCNE4/HOMER1/GPD1L/THY1/AZIN1/HK2/SELENON/LRRC38/PEA15/LRRC52/KCNJ3/JSRP1/AHCYL1/SLN/BCL2/SCN4B/ANO6/CAV3/GRIN2A/KCNJ12/STAC3/IRS2/TRDN/SHISA6/RELN/ATP2A1/FLNA/HTT/WWP2/RYR2/STK39/CALM1/DMD/TMSB4X/PHB2/PPP3R1/STRIT1/SHANK3/ITGB3/FXYD1" 102
"GO:0008016" "GO:0008016" "regulation of heart contraction" "57/2329" "179/14382" 1.41858153377867e-07 1.832794034717e-05 1.52523822099836e-05 "ATP1A2/ADRB1/CELF2/SREBF1/KCNN2/ZMPSTE24/TBX5/NOS1/SLC9A1/MYH7/DMPK/YWHAE/MYL2/BVES/TBX18/PDE4D/CASQ2/TBX2/KCNJ8/ATP1B2/FGF13/SPX/BIN1/TPM1/ATP1B1/ANK2/GSTO1/SCN2B/CACNA1C/EDNRA/KCNE4/GPD1L/ATP2B2/MYL3/KCNJ3/ATP1A1/ZC3H12A/NOS3/KCND3/APLN/JUP/ATP2A2/SCN4B/IRX3/CAV3/CTNNA3/KCNJ12/TRDN/ATP2A1/CACNA1H/FLNA/MYH6/RYR2/CALM1/DMD/GJA5/FXYD1" 57
"GO:1904062" "GO:1904062" "regulation of monoatomic cation transmembrane transport" "73/2329" "250/14382" 1.44897630994844e-07 1.832794034717e-05 1.52523822099836e-05 "CX3CL1/ATP1A2/NEDD4L/CYBA/CACNB1/KCNAB2/GNB5/KCNN2/FKBP1A/NOS1/FXYD5/SLC9A1/CAPN3/JPH1/PPP3CB/P2RX1/CACNG1/YWHAE/STIM2/P2RX3/TCIRG1/PDE4D/SUMO1/CASQ2/PKD2/PTK2B/KCNC1/ATP1B2/FGF13/ACTN4/CACNG6/CAB39/BIN1/PPP3CA/ATP1B1/CASQ1/ANK2/KCNMB1/GSTO1/SCN2B/FXYD4/CACNA1C/EDNRA/KCNE4/HOMER1/GPD1L/THY1/SELENON/LRRC38/LRRC52/JSRP1/SLN/BCL2/SCN4B/ANO6/CAV3/GRIN2A/STAC3/TRDN/ATP2A1/FLNA/HTT/WWP2/RYR2/STK39/CALM1/DMD/TMSB4X/PHB2/PPP3R1/STRIT1/ITGB3/FXYD1" 73
"GO:0061572" "GO:0061572" "actin filament bundle organization" "52/2329" "158/14382" 1.53195736597818e-07 1.895630723293e-05 1.57753046839858e-05 "CX3CL1/MYOC/CUL3/ARHGAP6/ACTN1/FERMT2/CLASP1/ARHGAP28/SLC9A1/SORBS1/PLS3/RGCC/SFRP1/ARHGEF10/PDLIM1/NEDD9/PHACTR1/SRF/CCN2/TGFB3/PTK2B/CALD1/SDC4/AIF1L/SWAP70/ROCK2/FHOD1/ARRB1/RDX/TPM1/PIK3R1/PAK1/RHOC/WASF2/F11R/DMTN/ZYX/CLASP2/SHROOM1/DLC1/SMAD3/S1PR1/CORO1B/RHOD/PAWR/RFLNB/ACTG1/ARAP1/EVL/FLNA/ARHGEF15/SHANK3" 52
"GO:0045446" "GO:0045446" "endothelial cell differentiation" "39/2329" "105/14382" 1.58244391171419e-07 1.9105439639411e-05 1.5899411616923e-05 "TIE1/ICAM1/IKBKB/RAPGEF1/VEGFA/PDE4D/ACVR2B/ACVR1/PROX1/TJP2/AFDN/ROCK2/VEZF1/RDX/SMAD4/MSN/NOTCH1/EDNRA/ROBO4/F11R/SCUBE1/PDPN/FSTL1/HEY1/SOX17/CLIC4/S1PR1/HEG1/APOLD1/CDH5/MYADM/PLCB1/COL18A1/DLL1/SOX18/NOTCH4/S1PR3/PECAM1/S1PR2" 39
"GO:0003205" "GO:0003205" "cardiac chamber development" "51/2329" "154/14382" 1.61114037718153e-07 1.9105439639411e-05 1.5899411616923e-05 "FOXC1/TGFBR3/SEMA3C/SMARCD3/ZMPSTE24/FKBP1A/TBX5/MYH7/HECTD1/TGFB1/DNAH11/ENG/NAGLU/MYL2/SRF/WNT5A/TNNC1/ACVR1/PROX1/NRP2/TBX2/KCNJ8/FGFRL1/NOTCH2/TBX3/EGLN1/SMAD6/TPM1/MYOCD/GATA6/SMAD4/CCN1/ANK2/NOTCH1/EDNRA/ADAMTS1/TNNI1/MYL3/HEYL/HEY1/NOS3/FRS2/LUZP1/ZFPM2/HEG1/CAV3/SLIT3/MYH6/MDM4/RYR2/GJA5" 51
"GO:0034765" "GO:0034765" "regulation of monoatomic ion transmembrane transport" "79/2329" "279/14382" 1.8748791885519e-07 2.17792088596682e-05 1.81245034339066e-05 "CX3CL1/ATP1A2/NEDD4L/CYBA/CACNB1/KCNAB2/GNB5/KCNN2/FKBP1A/NOS1/FXYD5/SLC9A1/CAPN3/JPH1/PPP3CB/P2RX1/CACNG1/YWHAE/STIM2/P2RX3/TCIRG1/PDE4D/SUMO1/CASQ2/PKD2/PTK2B/KCNJ8/KCNC1/ATP1B2/FGF13/ACTN4/CACNG6/CAB39/BIN1/PPP3CA/ATP1B1/CASQ1/ANK2/KCNMB1/STOM/GSTO1/SCN2B/FXYD4/CACNA1C/EDNRA/KCNE4/HOMER1/GPD1L/THY1/SELENON/LRRC38/LRRC52/KCNJ3/JSRP1/SLN/BCL2/SCN4B/ANO6/CAV3/GRIN2A/KCNJ12/STAC3/TRDN/RELN/ATP2A1/FLNA/HTT/WWP2/RYR2/STK39/CALM1/DMD/TMSB4X/PHB2/PPP3R1/STRIT1/SHANK3/ITGB3/FXYD1" 79
"GO:0003015" "GO:0003015" "heart process" "68/2329" "229/14382" 1.91972650465016e-07 2.18541665289374e-05 1.81868826756331e-05 "ATP1A2/ADRB1/CELF2/NEDD4L/SREBF1/KCNN2/ZMPSTE24/TBX5/NOS1/SLC9A1/MYH7/MYLK2/DMPK/YWHAE/MYL2/BVES/TBX18/PDE4D/GNAI2/TNNC1/CASQ2/TBX2/KCNJ8/ATP1B2/FGF13/TNNI2/SPX/SCN7A/BIN1/TPM1/GATA6/ATP1B1/ANK2/GSN/GSTO1/SCN2B/CACNA1C/EDNRA/KCNE4/GPD1L/TTN/ATP2B2/TNNI1/MYL3/KCNJ3/ATP1A1/ZC3H12A/NOS3/KCND3/APLN/VEGFB/JUP/ATP2A2/SCN4B/IRX3/CAV3/CTNNA3/KCNJ12/TRDN/ATP2A1/CACNA1H/FLNA/MYH6/RYR2/CALM1/DMD/GJA5/FXYD1" 68
"GO:0003009" "GO:0003009" "skeletal muscle contraction" "22/2329" "44/14382" 2.01429911559285e-07 2.22017872683727e-05 1.84761701941187e-05 "MYH7/TNNC2/DMPK/TNNT1/RPS6KB1/TNNC1/TNNT3/TNNI2/CHRND/CASQ1/GSTO1/HOMER1/TNNI1/JSRP1/SYNM/CAV3/STAC3/ATP2A1/RCSD1/DMD/STRIT1/ACTN3" 22
"GO:0051017" "GO:0051017" "actin filament bundle assembly" "51/2329" "155/14382" 2.02827290575436e-07 2.22017872683727e-05 1.84761701941187e-05 "CX3CL1/MYOC/CUL3/ARHGAP6/ACTN1/FERMT2/CLASP1/ARHGAP28/SLC9A1/SORBS1/PLS3/RGCC/SFRP1/ARHGEF10/PDLIM1/NEDD9/PHACTR1/SRF/CCN2/TGFB3/PTK2B/CALD1/SDC4/AIF1L/SWAP70/ROCK2/FHOD1/ARRB1/RDX/TPM1/PIK3R1/PAK1/RHOC/WASF2/F11R/DMTN/ZYX/CLASP2/SHROOM1/DLC1/SMAD3/S1PR1/CORO1B/RHOD/PAWR/ACTG1/ARAP1/EVL/FLNA/ARHGEF15/SHANK3" 51
"GO:0070252" "GO:0070252" "actin-mediated cell contraction" "39/2329" "106/14382" 2.11621925477468e-07 2.27273962229764e-05 1.89135782452553e-05 "ATP1A2/NEDD4L/KCNN2/SLC9A1/MYH7/MYL6/MYLK2/ACTA2/PDE4D/TNNC1/KCNJ8/MYH2/FGF13/SCN7A/BIN1/TPM1/ANK2/GSN/SCN2B/CACNA1C/KCNE4/GPD1L/PDPN/KCNJ3/ATP1A1/MYL1/KCND3/JUP/ATP2A2/SCN4B/MYL11/CAV3/CTNNA3/ATP2A1/MYL6B/FLNA/MYH6/RYR2/GJA5" 39
"GO:0048762" "GO:0048762" "mesenchymal cell differentiation" "67/2329" "226/14382" 2.51900100307273e-07 2.65521364990555e-05 2.20965000269538e-05 "SEMA3F/SEMA3G/KITLG/FOXC1/TGFBR3/FERMT2/CLASP1/SEMA3C/FGFR1/TBX5/EFNB1/DDX17/RGCC/SFRP1/TGFB1/ENG/DDX5/PPP2CA/WNT5A/ACVR1/STAT1/EPHA4/NRP2/TGFB3/SOX9/POLR1B/SIX1/LAMA5/LOXL2/ROCK2/TBX3/SDCBP/SEMA6D/TGFB1I1/SMAD4/NOTCH1/NCAM1/EDNRA/DAB2/TIAM1/RADIL/PDPN/FRZB/CLASP2/HEYL/PITX2/HEY1/SPRED1/GREM1/SMAD3/VASN/TNXB/LDLRAD4/SEMA4C/TAPT1/SIX2/BCL2/RPS7/DAG1/RFLNB/SEMA4D/HDAC2/FLNA/DACT3/NOTCH4/PPP3R1/TGFBR3L" 67
"GO:0003231" "GO:0003231" "cardiac ventricle development" "41/2329" "115/14382" 2.81456215275999e-07 2.91281595881998e-05 2.42402482055885e-05 "FOXC1/TGFBR3/SEMA3C/SMARCD3/ZMPSTE24/FKBP1A/TBX5/MYH7/HECTD1/TGFB1/ENG/NAGLU/MYL2/WNT5A/TNNC1/ACVR1/PROX1/FGFRL1/TBX3/EGLN1/SMAD6/TPM1/MYOCD/SMAD4/CCN1/NOTCH1/EDNRA/TNNI1/MYL3/HEYL/HEY1/NOS3/FRS2/LUZP1/ZFPM2/HEG1/SLIT3/MYH6/MDM4/RYR2/GJA5" 41
"GO:0051147" "GO:0051147" "regulation of muscle cell differentiation" "45/2329" "132/14382" 3.3410416053844e-07 3.33635242418386e-05 2.7764888687405e-05 "YBX1/NFATC3/SMARCD3/LAMB1/PDGFB/NFATC2/FGF9/PIEZO1/DMPK/TGFB1/ENG/SOX6/RBM24/SRF/SMYD1/ID2/PROX1/TRIM32/NFATC1/RBM38/CAMK1/NOTCH2/NIBAN2/CCN3/MYLK3/RPL3L/MYOCD/SMAD4/MEGF10/NOTCH1/PI16/HEY1/FRS2/RBPMS2/IGF2/BCL2/LAMB2/BDNF/CAV3/SETD3/PPARA/DLL1/NOTCH4/ACTN3/ZBED6" 45
"GO:0060048" "GO:0060048" "cardiac muscle contraction" "45/2329" "132/14382" 3.3410416053844e-07 3.33635242418386e-05 2.7764888687405e-05 "ATP1A2/NEDD4L/KCNN2/NOS1/SLC9A1/MYH7/MYLK2/MYL2/PDE4D/TNNC1/CASQ2/KCNJ8/FGF13/TNNI2/SCN7A/BIN1/TPM1/ATP1B1/ANK2/GSN/GSTO1/SCN2B/CACNA1C/KCNE4/GPD1L/TTN/TNNI1/MYL3/KCNJ3/ATP1A1/ZC3H12A/KCND3/VEGFB/JUP/ATP2A2/SCN4B/CAV3/CTNNA3/ATP2A1/FLNA/MYH6/RYR2/CALM1/DMD/GJA5" 45
